parliament,constituency,constituency_old_name,winner,winner_coalition,winner_party,votes_winner,votes_winner_pct,opponent,opponent_coalition,opponent_party,votes_opponent,votes_opponent_pct,majority,incumbent,incumbent_coalition,incumbent_party,eligible_voters,voter_turnout,voter_turnout_pct,spoilt_votes,spoilt_votes_pct,parliament_number,state,parliament_status,incumbent_contesting
P103,Puchong,NA,Gobind Singh Deo ,PH,DAP,60429,62.7,Ng Chin Tat  ,BN,GERAKAN,12794,13.3,47635,Gobind Singh Deo ,PH,DAP,96408,84357,87.5,879,87.5,103,Selangor,Government,Yes
P103,Puchong,NA,Gobind Singh Deo ,PH,DAP,60429,62.7,Mohamad Rosalizan Roslan  ,GS,PAS,10255,10.6,47635,Gobind Singh Deo ,PH,DAP,96408,84357,87.5,879,87.5,103,Selangor,Government,Yes
P104,Subang,Kelana Jaya,Wong Chen ,PH,PKR,104430,71.4,Tan Seong Lim  ,BN,MCA,12077,8.3,92353,Wong Chen ,PH,PKR,146347,126883,86.7,1178,86.7,104,Selangor,Government,Yes
P104,Subang,Kelana Jaya,Wong Chen ,PH,PKR,104430,71.4,Mohd Shahir Mohd Adnan  ,GS,IKATAN,9025,6.2,92353,Wong Chen ,PH,PKR,146347,126883,86.7,1178,86.7,104,Selangor,Government,Yes
P104,Subang,Kelana Jaya,Wong Chen ,PH,PKR,104430,71.4,Toh Sin Wah ,NA,IND,173,0.1,92353,Wong Chen ,PH,PKR,146347,126883,86.7,1178,86.7,104,Selangor,Government,Yes
P105,Petaling Jaya,Petaling Jaya Selatan,Maria Chin Abdullah ,PH,PKR,78984,56,Chew Hian Tat  ,BN,MCA,21847,15.5,57137,Hee Loy Sian ,PH,PKR,140987,116597,82.7,1318,82.7,105,Selangor,Government,No
P105,Petaling Jaya,Petaling Jaya Selatan,Maria Chin Abdullah ,PH,PKR,78984,56,Noraini Hussin  ,GS,PAS,14448,10.2,57137,Hee Loy Sian ,PH,PKR,140987,116597,82.7,1318,82.7,105,Selangor,Government,No
P106,Damansara,Petaling Jaya Utara,Tony Pua Kiam Wee ,PH,DAP,121283,73.8,Ryan Ho Kwok Xheng  ,BN,MCA,14380,8.8,106903,Tony Pua Kiam Wee ,PH,DAP,164247,137639,83.8,1359,83.8,106,Selangor,Government,Yes
P106,Damansara,Petaling Jaya Utara,Tony Pua Kiam Wee ,PH,DAP,121283,73.8,Wong Mun Kheong  ,NA,PRM,617,0.4,106903,Tony Pua Kiam Wee ,PH,DAP,164247,137639,83.8,1359,83.8,106,Selangor,Government,Yes
P107,Sungai Buloh,Subang,Sivarasa K. Rasiah ,PH,PKR,43631,48.1,Nuridah Mohd Salleh  ,GS,PAS,16997,18.7,26634,Sivarasa K. Rasiah ,PH,PKR,90659,78874,87,923,87,107,Selangor,Government,Yes
P107,Sungai Buloh,Subang,Sivarasa K. Rasiah ,PH,PKR,43631,48.1,Prakash Rao Applanaidoo ,BN,MIC,16681,18.4,26634,Sivarasa K. Rasiah ,PH,PKR,90659,78874,87,923,87,107,Selangor,Government,Yes
P107,Sungai Buloh,Subang,Sivarasa K. Rasiah ,PH,PKR,43631,48.1,Zainurizzaman Moharam ,NA,PSM,642,0.7,26634,Sivarasa K. Rasiah ,PH,PKR,90659,78874,87,923,87,107,Selangor,Government,Yes
P108,Shah Alam,NA,Khalid Abdul Samad  ,PH,PAN,55949,52.1,Azhari Shaari  ,BN,UMNO,22100,20.6,33849,Khalid Abdul Samad  ,PH,PAN,107335,94241,87.8,998,87.8,108,Selangor,Government,Yes
P108,Shah Alam,NA,Khalid Abdul Samad  ,PH,PAN,55949,52.1,Mohd Zuhdi Marzuki  ,GS,PAS,15194,14.2,33849,Khalid Abdul Samad  ,PH,PAN,107335,94241,87.8,998,87.8,108,Selangor,Government,Yes
P109,Kapar,NA,Abdullah Sani Abdul Hamid ,PH,PKR,47731,38.2,Abd Rani Osman  ,GS,PAS,31425,25.2,16306,Manivannan K. Gowindasamy ,PH,PKR,124946,107829,86.3,1736,86.3,109,Selangor,Government,No
P109,Kapar,NA,Abdullah Sani Abdul Hamid ,PH,PKR,47731,38.2,Mohana Muniandy Raman  ,BN,MIC,26412,21.1,16306,Manivannan K. Gowindasamy ,PH,PKR,124946,107829,86.3,1736,86.3,109,Selangor,Government,No
P109,Kapar,NA,Abdullah Sani Abdul Hamid ,PH,PKR,47731,38.2,Manikavasagam Sundram ,NA,PRM,525,0.4,16306,Manivannan K. Gowindasamy ,PH,PKR,124946,107829,86.3,1736,86.3,109,Selangor,Government,No
P110,Klang,NA,Charles Anthony R. Santiago ,PH,DAP,98279,65.8,Ching Eu Boon  ,BN,MCA,19506,13.1,78773,Charles Anthony R. Santiago ,PH,DAP,149286,128536,86.1,1462,86.1,110,Selangor,Government,Yes
P110,Klang,NA,Charles Anthony R. Santiago ,PH,DAP,98279,65.8,Khairushah Kottapan Abdullah  ,GS,PAS,9169,6.1,78773,Charles Anthony R. Santiago ,PH,DAP,149286,128536,86.1,1462,86.1,110,Selangor,Government,Yes
P110,Klang,NA,Charles Anthony R. Santiago ,PH,DAP,98279,65.8,Puvananderan Ganasamoorthy  ,NA,IND,120,0.1,78773,Charles Anthony R. Santiago ,PH,DAP,149286,128536,86.1,1462,86.1,110,Selangor,Government,Yes
P111,Kota Raja,NA,Mohamad Sabu  ,PH,PAN,90697,60.8,Mohamed Diah Baharun  ,GS,PAS,19555,13.1,71142,Siti Mariah Mahmud  ,PH,PAN,149092,129412,86.8,1286,86.8,111,Selangor,Government,No
P111,Kota Raja,NA,Mohamad Sabu  ,PH,PAN,90697,60.8,V. Gunalan  ,BN,MIC,17874,12,71142,Siti Mariah Mahmud  ,PH,PAN,149092,129412,86.8,1286,86.8,111,Selangor,Government,No
P112,Kuala Langat,NA,Xavier Jayakumar Arulanandam,PH,PKR,43239,42.2,Shahril Sufian Hamdan  ,BN,UMNO,26127,25.5,17112,Abdullah Sani Abdul Hamid ,PH,PKR,102447,89437,87.3,1340,87.3,112,Selangor,Government,No
P112,Kuala Langat,NA,Xavier Jayakumar Arulanandam,PH,PKR,43239,42.2,Yahya Baba  ,GS,PAS,18731,18.3,17112,Abdullah Sani Abdul Hamid ,PH,PKR,102447,89437,87.3,1340,87.3,112,Selangor,Government,No
P113,Sepang,NA,Mohamed Hanipa Maidin ,PH,PAN,46740,44.7,Marsum Paing  ,BN,UMNO,28035,26.8,18705,Mohamed Hanipa Maidin ,PH,PAN,104525,92087,88.1,1430,88.1,113,Selangor,Government,Yes
P113,Sepang,NA,Mohamed Hanipa Maidin ,PH,PAN,46740,44.7,Sabirin Marsono  ,GS,PAS,15882,15.2,18705,Mohamed Hanipa Maidin ,PH,PAN,104525,92087,88.1,1430,88.1,113,Selangor,Government,Yes
P114,Kepong,NA,Lim Lip Eng ,PH,DAP,56516,77.7,Ong Siang Liang  ,BN,GERAKAN,4888,6.7,51628,Tan Seng Giaw ,PH,DAP,72720,61812,85,408,85,114,Kuala Lumpur,Government,No
P115,Batu,NA,Prabakaran Parameswaran ,NA,IND,38125,49.9,Dominic Lau Hoe Chai ,BN,GERAKAN,13687,17.9,24438,Chua Tian Chang ,PH,PKR,76350,63600,83.3,795,83.3,115,Kuala Lumpur,NA,No
P115,Batu,NA,Prabakaran Parameswaran ,NA,IND,38125,49.9,Azhar Yahya  ,GS,PAS,10610,13.9,24438,Chua Tian Chang ,PH,PKR,76350,63600,83.3,795,83.3,115,Kuala Lumpur,NA,No
P115,Batu,NA,Prabakaran Parameswaran ,NA,IND,38125,49.9,Panjamothy V. Muthusamy ,NA,IND,383,0.5,24438,Chua Tian Chang ,PH,PKR,76350,63600,83.3,795,83.3,115,Kuala Lumpur,NA,No
P116,Wangsa Maju,NA,Tan Yee Kew ,PH,PKR,42178,47.7,Yeow Teong Look  ,BN,MCA,17940,20.3,24238,Tan Kee Kwong ,PH,PKR,88490,74509,84.2,901,84.2,116,Kuala Lumpur,Government,No
P116,Wangsa Maju,NA,Tan Yee Kew ,PH,PKR,42178,47.7,Razali Tumiran  ,GS,PAS,13490,15.2,24238,Tan Kee Kwong ,PH,PKR,88490,74509,84.2,901,84.2,116,Kuala Lumpur,Government,No
P117,Segambut,NA,Hannah Yeoh Tseow Suan ,PH,DAP,53124,68.1,Loga Bala Mohan Jeganathan  ,BN,myPPP,7422,9.5,45702,Lim Lip Eng ,PH,DAP,77974,65265,83.7,538,83.7,117,Kuala Lumpur,Government,No
P117,Segambut,NA,Hannah Yeoh Tseow Suan ,PH,DAP,53124,68.1,Muhammad Soleh Abdul Razak  ,GS,PAS,4181,5.4,45702,Lim Lip Eng ,PH,DAP,77974,65265,83.7,538,83.7,117,Kuala Lumpur,Government,No
P118,Setiawangsa,NA,Nik Nazmi Nik Ahmad ,PH,PKR,34471,47.8,Zulhasnan Rafique  ,BN,UMNO,20099,27.9,14372,Ahmad Fauzi Zahari ,BN,UMNO,72125,61884,85.8,1032,85.8,118,Kuala Lumpur,Government,No
P118,Setiawangsa,NA,Nik Nazmi Nik Ahmad ,PH,PKR,34471,47.8,Ubaid Abd Akla  ,GS,PAS,6282,8.7,14372,Ahmad Fauzi Zahari ,BN,UMNO,72125,61884,85.8,1032,85.8,118,Kuala Lumpur,Government,No
P119,Titiwangsa,NA,Rina Mohd Harun ,PH,PPBM,23840,38.7,Johari Abdul Ghani ,BN,UMNO,19701,32,4139,Johari Abdul Ghani ,BN,UMNO,61571,50858,82.6,472,82.6,119,Kuala Lumpur,Government,Yes
P119,Titiwangsa,NA,Rina Mohd Harun ,PH,PPBM,23840,38.7,Mohamad Noor Mohamad  ,GS,PAS,6845,11.1,4139,Johari Abdul Ghani ,BN,UMNO,61571,50858,82.6,472,82.6,119,Kuala Lumpur,Government,Yes
P120,Bukit Bintang,NA,Fong Kui Lun ,PH,DAP,44516,64,Ann Tan Ean Ean  ,BN,MCA,7256,10.4,37260,Fong Kui Lun ,PH,DAP,69519,52765,75.9,357,75.9,120,Kuala Lumpur,Government,Yes
P120,Bukit Bintang,NA,Fong Kui Lun ,PH,DAP,44516,64,Khairul Husni Othman ,NA,PFP,636,0.9,37260,Fong Kui Lun ,PH,DAP,69519,52765,75.9,357,75.9,120,Kuala Lumpur,Government,Yes
P121,Lembah Pantai,NA,Ahmad Fahmi Mohamed Fadzil ,PH,PKR,33313,41.5,Raja Nong Chik Raja Zainal Abidin ,BN,UMNO,27715,34.5,5598,Nurul Izzah Anwar ,PH,PKR,80310,67059,83.5,754,83.5,121,Kuala Lumpur,Government,No
P121,Lembah Pantai,NA,Ahmad Fahmi Mohamed Fadzil ,PH,PKR,33313,41.5,Lar Fauzi Abu Bakar  ,GS,PAS,5277,6.6,5598,Nurul Izzah Anwar ,PH,PKR,80310,67059,83.5,754,83.5,121,Kuala Lumpur,Government,No
P122,Seputeh,NA,Teresa Kok Suh Sim ,PH,DAP,63094,73.1,Chan Quin Er  ,BN,MCA,7035,8.2,56059,Teresa Kok Suh Sim ,PH,DAP,86287,70583,81.8,454,81.8,122,Kuala Lumpur,Government,Yes
P123,Cheras,NA,Tan Kok Wai ,PH,DAP,56671,71.9,Heng Sinn Yee  ,BN,MCA,7006,8.9,49665,Tan Kok Wai ,PH,DAP,78811,64074,81.3,397,81.3,123,Kuala Lumpur,Government,Yes
P124,Bandar Tun Razak,NA,Kamarudin Jaffar,PH,PKR,41126,49.2,Adnan Abu Seman  ,BN,UMNO,21196,25.3,19930,Abdul Khalid Ibrahim ,NA,IND,83642,71180,85.1,974,85.1,124,Kuala Lumpur,Government,No
P124,Bandar Tun Razak,NA,Kamarudin Jaffar,PH,PKR,41126,49.2,Rosni Adam  ,GS,PAS,7884,9.4,19930,Abdul Khalid Ibrahim ,NA,IND,83642,71180,85.1,974,85.1,124,Kuala Lumpur,Government,No
P125,Putrajaya,NA,Tengku Adnan Tengku Mansor  ,BN,UMNO,12148,44.5,Samsu Adabi Mamat ,PH,PPBM,8776,32.1,3372,Tengku Adnan Tengku Mansor  ,BN,UMNO,27311,24881,91.1,323,91.1,125,Putrajaya,Opposition,Yes
P125,Putrajaya,NA,Tengku Adnan Tengku Mansor  ,BN,UMNO,12148,44.5,Zainal Abidin Kidam  ,GS,PAS,3634,13.3,3372,Tengku Adnan Tengku Mansor  ,BN,UMNO,27311,24881,91.1,323,91.1,125,Putrajaya,Opposition,Yes
P126,Jelebu,NA,Jalaluddin Alias  ,BN,UMNO,19062,39.3,Mustafar Abd. Kadir  ,PH,PAN,17017,35.1,2045,Vacant [5],NA,NA,48514,39733,81.9,776,81.9,126,Negeri Sembilan,Opposition,No
P126,Jelebu,NA,Jalaluddin Alias  ,BN,UMNO,19062,39.3,Norman Ipin  ,GS,PAS,2878,5.9,2045,Vacant [5],NA,NA,48514,39733,81.9,776,81.9,126,Negeri Sembilan,Opposition,No
P127,Jempol,NA,Mohd Salim Shariff  ,BN,UMNO,26819,37.2,Kamarulzaman Kamdias ,PH,PPBM,25188,34.9,1631,Mohd Isa Abdul Samad  ,BN,UMNO,72161,58523,81.1,1249,81.1,127,Negeri Sembilan,Opposition,No
P127,Jempol,NA,Mohd Salim Shariff  ,BN,UMNO,26819,37.2,Mustaffa Daharun  ,GS,PAS,5267,7.3,1631,Mohd Isa Abdul Samad  ,BN,UMNO,72161,58523,81.1,1249,81.1,127,Negeri Sembilan,Opposition,No
P128,Seremban,NA,Anthony Loke Siew Fook  ,PH,DAP,55503,50.4,Chong Sin Woon ,BN,MCA,24809,22.5,30694,Anthony Loke Siew Fook  ,PH,DAP,110229,93254,84.6,1436,84.6,128,Negeri Sembilan,Government,Yes
P128,Seremban,NA,Anthony Loke Siew Fook  ,PH,DAP,55503,50.4,Shariffuddin Ahmad  ,GS,PAS,11506,10.4,30694,Anthony Loke Siew Fook  ,PH,DAP,110229,93254,84.6,1436,84.6,128,Negeri Sembilan,Government,Yes
P129,Kuala Pilah,NA,Eddin Syazlee Shith ,PH,PPBM,18045,36.2,Hassan Malek  ,BN,UMNO,17845,35.8,200,Hassan Malek  ,BN,UMNO,49825,41156,82.6,919,82.6,129,Negeri Sembilan,Government,Yes
P129,Kuala Pilah,NA,Eddin Syazlee Shith ,PH,PPBM,18045,36.2,Rafiei Mustapha  ,GS,PAS,4347,8.7,200,Hassan Malek  ,BN,UMNO,49825,41156,82.6,919,82.6,129,Negeri Sembilan,Government,Yes
P130,Rasah,NA,Cha Kee Chin ,PH,DAP,61806,60.1,Ng Kean Nam  ,BN,MCA,14939,14.5,46867,Teo Kok Seong  ,PH,DAP,102793,86655,84.3,1348,84.3,130,Negeri Sembilan,Government,No
P130,Rasah,NA,Cha Kee Chin ,PH,DAP,61806,60.1,Khairil Anuar Mohd Wafa  ,GS,PAS,8260,8,46867,Teo Kok Seong  ,PH,DAP,102793,86655,84.3,1348,84.3,130,Negeri Sembilan,Government,No
P130,Rasah,NA,Cha Kee Chin ,PH,DAP,61806,60.1,David Dass Aseerpatham  ,NA,PAP,302,0.3,46867,Teo Kok Seong  ,PH,DAP,102793,86655,84.3,1348,84.3,130,Negeri Sembilan,Government,No
P131,Rembau,NA,Khairy Jamaluddin Abu Bakar  ,BN,UMNO,36096,40.8,Roseli Abdul Gani ,PH,PKR,31732,35.9,4364,Khairy Jamaluddin  ,BN,UMNO,88397,75315,85.2,1459,85.2,131,Negeri Sembilan,Opposition,No
P131,Rembau,NA,Khairy Jamaluddin Abu Bakar  ,BN,UMNO,36096,40.8,Mustafa Dolah  ,GS,PAS,6028,6.8,4364,Khairy Jamaluddin  ,BN,UMNO,88397,75315,85.2,1459,85.2,131,Negeri Sembilan,Opposition,No
P132,Port Dickson,Telok Kemang,Danyal Balagopal Abdullah ,PH,PKR,36225,48.2,Mogan S. Velayatham ,BN,MIC,18515,24.6,17710,Kamarul Bahrin Abbas ,PH,PKR,75177,62548,83.2,1214,83.2,132,Negeri Sembilan,Government,No
P132,Port Dickson,Telok Kemang,Danyal Balagopal Abdullah ,PH,PKR,36225,48.2,Mahfuz Roslan  ,GS,PAS,6594,8.8,17710,Kamarul Bahrin Abbas ,PH,PKR,75177,62548,83.2,1214,83.2,132,Negeri Sembilan,Government,No
P133,Tampin,NA,Hasan Bahrom  ,PH,PAN,22435,36.9,Shaziman Abu Mansor  ,BN,UMNO,21433,35.3,1002,Shaziman Abu Mansor  ,BN,UMNO,60754,49515,81.5,1049,81.5,133,Negeri Sembilan,Government,Yes
P133,Tampin,NA,Hasan Bahrom  ,PH,PAN,22435,36.9,Abdul Halim Abu Bakar  ,GS,PAS,4598,7.6,1002,Shaziman Abu Mansor  ,BN,UMNO,60754,49515,81.5,1049,81.5,133,Negeri Sembilan,Government,Yes
P134,Masjid Tanah,NA,Mas Ermieyati Samsudin ,BN,UMNO,22898,44.5,Sabirin Ja’afar ,PH,PPBM,14739,28.7,8159,Mas Ermieyati Samsudin  ,BN,UMNO,51423,43093,83.8,768,83.8,134,Melaka,Opposition,No
P134,Masjid Tanah,NA,Mas Ermieyati Samsudin ,BN,UMNO,22898,44.5,Mohd Nasir Othman  ,GS,PAS,4688,9.1,8159,Mas Ermieyati Samsudin  ,BN,UMNO,51423,43093,83.8,768,83.8,134,Melaka,Opposition,No
P135,Alor Gajah,NA,Mohd Redzuan Md Yusof,PH,PPBM,29330,41.7,Wong Nai Chee  ,BN,MCA,22350,31.7,6980,Koh Nai Kwong  ,BN,MCA,70405,59000,83.8,1185,83.8,135,Melaka,Government,No
P135,Alor Gajah,NA,Mohd Redzuan Md Yusof,PH,PPBM,29330,41.7,Mohd Nazree Mohd Aris  ,GS,PAS,6135,8.7,6980,Koh Nai Kwong  ,BN,MCA,70405,59000,83.8,1185,83.8,135,Melaka,Government,No
P136,Tangga Batu,NA,Rusnah Aluai  ,PH,PKR,32420,39,Zali Mat Yassin  ,BN,UMNO,27761,33.4,4659,Abu Bakar Mohamed Diah  ,BN,UMNO,83179,70453,84.7,1311,84.7,136,Melaka,Government,No
P136,Tangga Batu,NA,Rusnah Aluai  ,PH,PKR,32420,39,Zulkifli Ismail  ,GS,PAS,8961,10.8,4659,Abu Bakar Mohamed Diah  ,BN,UMNO,83179,70453,84.7,1311,84.7,136,Melaka,Government,No
P137,Hang Tuah Jaya,Bukit Katil,Shamsul Iskandar @ Yusre Mohd Akin ,PH,PKR,39067,43.7,Mohd Ali Rustam  ,BN,UMNO,30427,34,8640,Shamsul Iskandar @ Yusre Mohd Akin  ,PH,PKR,89377,77758,87,1175,87,137,Melaka,Government,No
P137,Hang Tuah Jaya,Bukit Katil,Shamsul Iskandar @ Yusre Mohd Akin ,PH,PKR,39067,43.7,Md Khalid Kassim  ,GS,PAS,7089,7.9,8640,Shamsul Iskandar @ Yusre Mohd Akin  ,PH,PKR,89377,77758,87,1175,87,137,Melaka,Government,No
P138,Kota Melaka,NA,Khoo Poay Tiong ,PH,DAP,76518,60.3,Choo Wei Sern  ,BN,MCA,27343,21.6,49175,Sim Tong Him ,NA,IND,126877,107085,84.4,1809,84.4,138,Melaka,Government,No
P138,Kota Melaka,NA,Khoo Poay Tiong ,PH,DAP,76518,60.3,Goh Leong San,NA,IND,1415,1.1,49175,Sim Tong Him ,NA,IND,126877,107085,84.4,1809,84.4,138,Melaka,Government,No
P139,Jasin,NA,Ahmad Hamzah  ,BN,UMNO,26560,36.2,Khairuddin Abu Hassan  ,PH,PAN,26341,35.9,219,Ahmad Hamzah  ,BN,UMNO,73409,62912,85.7,1151,85.7,139,Melaka,Opposition,Yes
P139,Jasin,NA,Ahmad Hamzah  ,BN,UMNO,26560,36.2,Abd Alim Shapie  ,GS,PAS,8860,12.1,219,Ahmad Hamzah  ,BN,UMNO,73409,62912,85.7,1151,85.7,139,Melaka,Opposition,Yes
P140,Segamat,NA,Edmund Santhara Kumar Ramanaidu ,PH,PKR,24060,43.5,Subramaniam K. Sathasivam  ,BN,MIC,18584,33.6,5476,Subramaniam K. Sathasivam  ,BN,MIC,55359,46170,83.4,850,83.4,140,Johor,Government,Yes
P140,Segamat,NA,Edmund Santhara Kumar Ramanaidu ,PH,PKR,24060,43.5,Khairul Faizi Ahmad Kamil  ,GS,PAS,2676,4.8,5476,Subramaniam K. Sathasivam  ,BN,MIC,55359,46170,83.4,850,83.4,140,Johor,Government,Yes
P141,Sekijang,NA,Natrah Ismail  ,PH,PKR,19559,42.9,Ayub Rahmat  ,BN,UMNO,18278,40.1,1281,Anuar Abd Manap  ,BN,UMNO,45594,38527,84.5,690,84.5,141,Johor,Government,No
P142,Labis,NA,Pang Hok Liong  ,PH,DAP,16709,41.4,Chua Tee Yong  ,BN,MCA,13301,32.9,3408,Chua Tee Yong  ,BN,MCA,40372,33146,82.1,568,82.1,142,Johor,Government,Yes
P142,Labis,NA,Pang Hok Liong  ,PH,DAP,16709,41.4,Sarchu Sawal  ,GS,PAS,2020,5,3408,Chua Tee Yong  ,BN,MCA,40372,33146,82.1,568,82.1,142,Johor,Government,Yes
P143,Pagoh,NA,Muhyiddin Mohd Yassin ,PH,PPBM,23558,45.7,Ismail Mohamed  ,BN,UMNO,16631,32.3,6927,Muhyiddin Mohd Yassin ,PH,PPBM,51494,43667,84.8,995,84.8,143,Johor,Government,Yes
P143,Pagoh,NA,Muhyiddin Mohd Yassin ,PH,PPBM,23558,45.7,Ahmad Nawfal Mahfodz  ,GS,PAS,2483,4.8,6927,Muhyiddin Mohd Yassin ,PH,PPBM,51494,43667,84.8,995,84.8,143,Johor,Government,Yes
P144,Ledang,NA,Syed Ibrahim Syed Noh  ,PH,PKR,34706,44.8,Hamim Samuri  ,BN,UMNO,26040,33.6,8666,Hamim Samuri  ,BN,UMNO,77477,66708,86.1,1294,86.1,144,Johor,Government,Yes
P144,Ledang,NA,Syed Ibrahim Syed Noh  ,PH,PKR,34706,44.8,Rusman Kemin  ,GS,PAS,4668,6,8666,Hamim Samuri  ,BN,UMNO,77477,66708,86.1,1294,86.1,144,Johor,Government,Yes
P145,Bakri,NA,Yeo Bee Yin  ,PH,DAP,38718,52.4,Koh Chon Chai  ,BN,MCA,15507,21,23211,Er Teck Hwa  ,PH,DAP,73858,62632,84.8,832,84.8,145,Johor,Government,No
P145,Bakri,NA,Yeo Bee Yin  ,PH,DAP,38718,52.4,Zarul @ Mohammad Zahrul Salleh  ,GS,PAS,7575,10.3,23211,Er Teck Hwa  ,PH,DAP,73858,62632,84.8,832,84.8,145,Johor,Government,No
P146,Muar,NA,Syed Saddiq Syed Abdul Rahman ,PH,PPBM,22341,43.9,Razali Ibrahim  ,BN,UMNO,15388,30.3,6953,Razali Ibrahim  ,BN,UMNO,50851,42868,84.3,785,84.3,146,Johor,Government,Yes
P146,Muar,NA,Syed Saddiq Syed Abdul Rahman ,PH,PPBM,22341,43.9,Abdul Aziz Talib  ,GS,PAS,4354,8.6,6953,Razali Ibrahim  ,BN,UMNO,50851,42868,84.3,785,84.3,146,Johor,Government,Yes
P147,Parit Sulong,NA,Noraini Ahmad  ,BN,UMNO,24481,41.1,Anis Afida Mohd Azli  ,PH,PAN,18140,30.4,6341,Noraini Ahmad  ,BN,UMNO,59598,50778,85.2,1009,85.2,147,Johor,Opposition,Yes
P147,Parit Sulong,NA,Noraini Ahmad  ,BN,UMNO,24481,41.1,Ahmad Rosdi Bahari  ,GS,PAS,7148,12,6341,Noraini Ahmad  ,BN,UMNO,59598,50778,85.2,1009,85.2,147,Johor,Opposition,Yes
P148,Ayer Hitam,NA,Wee Ka Siong  ,BN,MCA,17076,37,Liew Chin Tong  ,PH,DAP,16773,36.3,303,Wee Ka Siong  ,BN,MCA,46168,39474,85.5,650,85.5,148,Johor,Opposition,Yes
P148,Ayer Hitam,NA,Wee Ka Siong  ,BN,MCA,17076,37,Mardi Marwan  ,GS,PAS,4975,10.8,303,Wee Ka Siong  ,BN,MCA,46168,39474,85.5,650,85.5,148,Johor,Opposition,Yes
P149,Sri Gading,NA,Shahruddin Md Salleh,PH,PPBM,21511,41.3,Ab Aziz Kaprawi  ,BN,UMNO,18223,35,3288,Ab Aziz Kaprawi  ,BN,UMNO,52125,45193,86.7,911,86.7,149,Johor,Government,Yes
P149,Sri Gading,NA,Shahruddin Md Salleh,PH,PPBM,21511,41.3,M. Ash’ari Sudin  ,GS,PAS,4548,8.7,3288,Ab Aziz Kaprawi  ,BN,UMNO,52125,45193,86.7,911,86.7,149,Johor,Government,Yes
P150,Batu Pahat,NA,Mohd Rashid Hasnon ,PH,PKR,45929,46.6,Haliza Abdullah  ,BN,UMNO,28035,28.4,17894,Mohd Idris Jusi  ,PH,PKR,98554,83574,84.8,1437,84.8,150,Johor,Government,No
P150,Batu Pahat,NA,Mohd Rashid Hasnon ,PH,PKR,45929,46.6,Mahfodz Mohamed  ,GS,PAS,8173,8.3,17894,Mohd Idris Jusi  ,PH,PKR,98554,83574,84.8,1437,84.8,150,Johor,Government,No
P151,Simpang Renggam,NA,Maszlee Malik ,PH,PPBM,18157,41.3,Liang Teck Meng  ,BN,GERAKAN,14682,33.4,3475,Liang Teck Meng  ,BN,GERAKAN,43998,36695,83.4,873,83.4,151,Johor,Government,Yes
P151,Simpang Renggam,NA,Maszlee Malik ,PH,PPBM,18157,41.3,Mohd Jubri Selamat  ,GS,PAS,2983,6.8,3475,Liang Teck Meng  ,BN,GERAKAN,43998,36695,83.4,873,83.4,151,Johor,Government,Yes
P152,Kluang,NA,Wong Shu Qi ,PH,DAP,47671,49.2,Gan Ping Sieu  ,BN,MCA,24618,25.4,23053,Liew Chin Tong  ,PH,DAP,96968,81841,84.4,1310,84.4,152,Johor,Government,No
P152,Kluang,NA,Wong Shu Qi ,PH,DAP,47671,49.2,Muhammad Hasbullah Md Najib  ,GS,PAS,8242,8.5,23053,Liew Chin Tong  ,PH,DAP,96968,81841,84.4,1310,84.4,152,Johor,Government,No
P153,Sembrong,NA,Hishamuddin Hussein  ,BN,UMNO,21353,48.4,Onn Abu Bakar  ,PH,PKR,14691,33.3,6662,Hishamuddin Hussein  ,BN,UMNO,44139,36768,83.3,724,83.3,153,Johor,Opposition,Yes
P154,Mersing,NA,Abd Latiff Ahmad  ,BN,UMNO,19806,41.1,Nasir Hashim ,PH,PPBM,11347,23.5,8459,Abd Latiff Ahmad  ,BN,UMNO,48183,38306,79.5,938,79.5,154,Johor,Opposition,Yes
P154,Mersing,NA,Abd Latiff Ahmad  ,BN,UMNO,19806,41.1,A. Rahman A. Hamid  ,GS,PAS,6215,12.9,8459,Abd Latiff Ahmad  ,BN,UMNO,48183,38306,79.5,938,79.5,154,Johor,Opposition,Yes
P155,Tenggara,NA,Adham Baba  ,BN,UMNO,20142,45,Norjepri Mohamed Jelani ,PH,PPBM,14209,31.7,5933,Halimah Mohamed Sadique  ,BN,UMNO,44755,37818,84.5,784,84.5,155,Johor,Opposition,No
P155,Tenggara,NA,Adham Baba  ,BN,UMNO,20142,45,Yuhanita Yunan  ,GS,PAS,2683,6,5933,Halimah Mohamed Sadique  ,BN,UMNO,44755,37818,84.5,784,84.5,155,Johor,Opposition,No
P156,Kota Tinggi,NA,Halimah Mohamed Sadique  ,BN,UMNO,26407,56.5,Azlinda Abd Latif ,PH,PPBM,11786,25.2,14621,Noor Ehsanuddin Mohd Harun Narrashid  ,BN,UMNO,46703,39418,84.4,1225,84.4,156,Johor,Opposition,No
