parliament,constituency,constituency_old_name,winner,winner_coalition,winner_party,votes_winner,votes_winner_pct,opponent,opponent_coalition,opponent_party,votes_opponent,votes_opponent_pct,majority,incumbent,incumbent_coalition,incumbent_party,eligible_voters,voter_turnout,voter_turnout_pct,spoilt_votes,spoilt_votes_pct,parliament_number,state,parliament_status,incumbent_contesting
P203,Lubok Antu,NA,Jugah Muyang  ,NA,IND,5834,28.1,Robert Pasang Alam  ,BN,PRS,4775,23,1059,William Nyallau Badak ,BN,PRS,20794,14785,71.1,234,71.1,203,Sarawak,NA,No
P203,Lubok Antu,NA,Jugah Muyang  ,NA,IND,5834,28.1,Nicholas Bawin Anggat  ,PH,PKR,3942,19,1059,William Nyallau Badak ,BN,PRS,20794,14785,71.1,234,71.1,203,Sarawak,NA,No
P204,Betong,NA,Robert Lawson Chuat Vincent Entering ,BN,PBB,12517,42.9,Abang Ahmad Abang Suni  ,NA,IND,4401,15.1,8116,Douglas Uggah Embas  ,BN,PBB,29152,21165,72.6,445,72.6,204,Sarawak,Opposition,No
P204,Betong,NA,Robert Lawson Chuat Vincent Entering ,BN,PBB,12517,42.9,Noel Changgai Bucking  ,PH,PKR,3802,13,8116,Douglas Uggah Embas  ,BN,PBB,29152,21165,72.6,445,72.6,204,Sarawak,Opposition,No
P205,Saratok,NA,Ali Biju  ,PH,PKR,11848,38.8,Subeng Mula  ,BN,PDP,10859,35.6,989,William Mawan Ikom ,NA,TERAS,30534,23084,75.6,377,75.6,205,Sarawak,Government,No
P206,Tanjong Manis,NA,Yusuf Abd. Wahab  ,BN,PBB,11402,52.1,Mohamad Fadillah Sabali  ,PH,PAN,2728,12.5,8674,Norah Abd Rahman  ,BN,PBB,21889,14425,65.9,295,65.9,206,Sarawak,Opposition,No
P207,Igan,NA,Ahmad Johnie Zawawi  ,BN,PBB,10538,53.8,Andri Zulkarnaen Hamden  ,PH,PAN,2043,10.4,8495,A. Wahab Dolah  ,BN,PBB,19601,12996,66.3,415,66.3,207,Sarawak,Opposition,No
P208,Sarikei,NA,Wong Ling Biu ,PH,DAP,16327,41.3,Huang Tiong Sii  ,BN,SUPP,13757,34.8,2570,Wong Ling Biu  ,PH,DAP,39558,30895,78.1,419,78.1,208,Sarawak,Government,No
P208,Sarikei,NA,Wong Ling Biu ,PH,DAP,16327,41.3,Wong Chin King  ,NA,PBK,392,1,2570,Wong Ling Biu  ,PH,DAP,39558,30895,78.1,419,78.1,208,Sarawak,Government,No
P209,Julau,NA,Larry Soon @ Larry S'ng Wei Shien ,NA,IND,10105,39.8,Joseph Salang Gandum  ,BN,PRS,8174,32.2,1937,Joseph Salang Gandum  ,BN,PRS,25367,18569,73.2,290,73.2,209,Sarawak,NA,Yes
P210,Kanowit,NA,Aaron Ago Dagang  ,BN,PRS,9552,45.5,Satu Anchom  ,PH,PKR,5240,24.9,4312,Aaron Ago Dagang  ,BN,PRS,21011,15149,72.1,357,72.1,210,Sarawak,Opposition,Yes
P211,Lanang,NA,Alice Lau Kiong Yieng ,PH,DAP,29905,48.3,Kong Sien Chiu  ,BN,SUPP,15359,24.8,14546,Alice Lau Kiong Yieng  ,PH,DAP,61974,46419,74.9,527,74.9,211,Sarawak,Government,No
P211,Lanang,NA,Alice Lau Kiong Yieng ,PH,DAP,29905,48.3,Priscilla Lau  ,NA,PEACE,628,1,14546,Alice Lau Kiong Yieng  ,PH,DAP,61974,46419,74.9,527,74.9,211,Sarawak,Government,No
P212,Sibu,NA,Oscar Ling Chai Yew ,PH,DAP,33811,45.6,Andrew Wong Kee Yew  ,BN,SUPP,22389,30.2,11442,Oscar Ling Chai Yew  ,PH,DAP,74150,57689,77.8,936,77.8,212,Sarawak,Government,No
P212,Sibu,NA,Oscar Ling Chai Yew ,PH,DAP,33811,45.6,Tiew Yen Houng  ,NA,PEACE,377,0.5,11442,Oscar Ling Chai Yew  ,PH,DAP,74150,57689,77.8,936,77.8,212,Sarawak,Government,No
P212,Sibu,NA,Oscar Ling Chai Yew ,PH,DAP,33811,45.6,Tiong Ing Tung  ,USA,STAR,176,0.2,11442,Oscar Ling Chai Yew  ,PH,DAP,74150,57689,77.8,936,77.8,212,Sarawak,Government,No
P213,Mukah,NA,Hanifah Hajar Taib  ,BN,PBB,13853,45.3,Abdul Jalil Bujang  ,PH,PKR,6853,22.4,7000,Muhd Leo Michael Toyad Abdullah  ,BN,PBB,30598,21205,69.3,499,69.3,213,Sarawak,Opposition,No
P214,Selangau,NA,Baru Bian  ,PH,PKR,11228,37.4,Rita Sarimah Patrick Insol  ,BN,PRS,10742,35.8,486,Joseph Entulu Belaun ,NA,IND,30043,22352,74.4,382,74.4,214,Sarawak,Government,No
P215,Kapit,NA,Alexander Nanta Linggi  ,BN,PBB,14302,46.7,Paren Nyawi  ,PH,DAP,3823,12.5,10479,Alexander Nanta Linggi  ,BN,PBB,30655,18485,60.3,360,60.3,215,Sarawak,Opposition,Yes
P216,Hulu Rajang,NA,Wilson Ugak Kumbong  ,BN,PRS,11834,43,Abun Sui Anyit  ,PH,PKR,5519,20.1,6315,Wilson Ugak Kumbong  ,BN,PRS,27526,17727,64.4,374,64.4,216,Sarawak,Opposition,Yes
P217,Bintulu,NA,Tiong King Sing  ,BN,PDP,27076,41.6,Tony Chiew Chan Yew ,PH,DAP,20054,30.8,7022,Tiong King Sing  ,BN,PDP,65089,48036,73.8,578,73.8,217,Sarawak,Opposition,Yes
P217,Bintulu,NA,Tiong King Sing  ,BN,PDP,27076,41.6,Chieng Lea Phing  ,USA,STAR,328,0.5,7022,Tiong King Sing  ,BN,PDP,65089,48036,73.8,578,73.8,217,Sarawak,Opposition,Yes
P218,Sibuti,NA,Lukanisman Awang Sauni  ,BN,PBB,12214,38.3,Jemat Panjang  ,PH,PKR,8538,26.8,3676,Ahmad Lai Bujang  ,BN,PBB,31877,22697,71.2,328,71.2,218,Sarawak,Opposition,No
P218,Sibuti,NA,Lukanisman Awang Sauni  ,BN,PBB,12214,38.3,Zulaihi Bakar  ,GS,PAS,1617,5.1,3676,Ahmad Lai Bujang  ,BN,PBB,31877,22697,71.2,328,71.2,218,Sarawak,Opposition,No
P219,Miri,NA,Michael Teo Yu Keng ,PH,PKR,35739,44.5,Sebastian Ting Chiew Yew  ,BN,SUPP,22076,27.5,13663,Micheal Teo Yu Keng  ,PH,PKR,80383,58439,72.7,624,72.7,219,Sarawak,Government,No
P220,Baram,NA,Anyi Ngau  ,BN,PDP,12171,34.1,Roland Engan  ,PH,PKR,10181,28.5,1990,Anyi Ngau  ,BN,PDP,35690,22806,63.9,454,63.9,220,Sarawak,Opposition,Yes
P221,Limbang,NA,Hasbi Habibollah  ,BN,PBB,12589,47.7,Ricardo Yampil Baba  ,PH,PKR,4879,18.5,7710,Hasbi Habibollah  ,BN,PBB,26412,17802,67.4,334,67.4,221,Sarawak,Opposition,Yes
P222,Lawas,NA,Henry Sum Agong  ,BN,PBB,10037,47.1,Danny Piri  ,PH,PKR,4037,19,6000,Henry Sum Agong  ,BN,PBB,21303,14550,68.3,300,68.3,222,Sarawak,Opposition,Yes
P222,Lawas,NA,Henry Sum Agong  ,BN,PBB,10037,47.1,Mohamad Ibrahim  ,NA,IND,176,0.8,6000,Henry Sum Agong  ,BN,PBB,21303,14550,68.3,300,68.3,222,Sarawak,Opposition,Yes
