parliament,constituency,winner,winner_coalition,winner_party,votes_winner,votes_winner_pct,opponent,opponent_coalition,opponent_party,votes_opponent,votes_opponent_pct,majority,incumbent,incumbent_coalition,incumbent_party,eligible_voters,malay_voters_pct,chinese_voters_pct,indian_voters_pct,other_voters_pct,muslim_bumiputera_voters_pct,nonmuslim_bumiputera_voters_pct,voter_turnout,voter_turnout_pct,spoilt_votes,spoilt_votes_pct,parliament_number,state,parliament_status,incumbent_contesting
P100,Pandan,Ong Tee Keat,BN,MCA,26721,66.8,Iskandar Abdul Samad,BA,PAS,12609,31.5,14112,New constituency,NA,NA,57884,52,42,5,NA,NA,NA,40024,69.2,632,1.6,100,Selangor,Government,No
P101,Hulu Langat,Markiman Kobiran,BN,UMNO,40937,66.9,Yeop Adlan Che Rose,BA,PAS,18160,29.7,22777,Badrul Hisham Abdul Aziz,BN,UMNO,79999,52,37,10,NA,NA,NA,61209,76.5,1625,2.7,101,Selangor,Government,No
P102,Serdang,Yap Pian Hon,BN,MCA,34495,57.6,Wong Kok Yew,NA,DAP,23215,38.8,11280,Yap Pian Hon,BN,MCA,78837,34,54,11,NA,NA,NA,59850,75.9,2038,3.4,102,Selangor,Government,Yes
P103,Puchong,Loo Yeng Peng,BN,Gerakan,21291,52.6,Azmi Jamion,BA,PAS,9409,23.2,11882,New constituency,NA,NA,59694,47,36,16,NA,NA,NA,40496,67.8,533,1.3,103,Selangor,Government,No
P103,Puchong,Loo Yeng Peng,BN,Gerakan,21291,52.6,Wong Choong Yun,NA,DAP,9185,22.7,11882,New constituency,NA,NA,59694,47,36,16,NA,NA,NA,40496,67.8,533,1.3,103,Selangor,Government,No
P104,Kelana Jaya,Loh Seng Kok,BN,MCA,35846,70.6,Syed Shahir Syed Mohamed,BA,PKR,14275,28.1,21571,New constituency,NA,NA,72518,42,38,19,NA,NA,NA,50803,70.1,627,1.2,104,Selangor,Government,No
P105,Petaling Jaya Selatan,Donald Lim Siang Chai,BN,MCA,35054,70.5,Sivarasa Rasiah,BA,PKR,13638,27.4,21416,Donald Lim Siang Chai,BN,MCA,73503,37,47,16,NA,NA,NA,49738,67.7,1008,2,105,Selangor,Government,Yes
P106,Petaling Jaya Utara,Chew Mei Fun,BN,MCA,32422,61.8,Ronnie Liu Tian Khiew,NA,DAP,19379,36.9,13043,Chew Mei Fun,BN,MCA,75935,15,77,7,NA,NA,NA,52460,69.1,619,1.2,106,Selangor,Government,Yes
P107,Subang,Karnail Singh Nijhar,BN,MIC,32941,63.3,Mohd Nasir Hashim,BA,PKR,17481,33.6,15460,Karnail Singh Nijhar,BN,MIC,68739,49,34,16,NA,NA,NA,52017,75.7,1063,2,107,Selangor,Government,Yes
P108,Shah Alam,Abdul Aziz Shamsuddin,BN,UMNO,32417,61.9,Khalid Samad,BA,PAS,19007,36.3,13410,Mohd Zin Mohamed,BN,UMNO,69170,66,17,17,NA,NA,NA,52336,75.7,699,1.3,108,Selangor,Government,No
P109,Kapar,Komala Devi M. Perumal,BN,MIC,44007,58.1,Ang Hiok Gai,BA,PKR,29419,38.8,14588,Komala Devi M. Perumal,BN,MIC,104185,49,38,13,NA,NA,NA,75789,72.7,2356,3.1,109,Selangor,Government,Yes
P110,Klang,Tan Yee Kew,BN,MCA,32138,61.5,Wong Ang Peng,NA,DAP,18857,36.1,13281,Tan Yee Kew,BN,MCA,74062,33,47,19,NA,NA,NA,52265,70.6,1215,2.3,110,Selangor,Government,Yes
P111,Kota Raja,Vigneswaran Sanasee,BN,MIC,24376,54.5,Siti Mariah Mahmud,BA,PAS,16137,36.1,8239,New constituency,NA,NA,58374,50,21,28,NA,NA,NA,44758,76.7,627,1.4,111,Selangor,Government,No
P111,Kota Raja,Vigneswaran Sanasee,BN,MIC,24376,54.5,Krisnasamy Thevarayan,NA,IND,3608,8.1,8239,New constituency,NA,NA,58374,50,21,28,NA,NA,NA,44758,76.7,627,1.4,111,Selangor,Government,No
P112,Kuala Langat,Shafie Salleh,BN,UMNO,34118,70.1,Zulkifli Noordin,BA,PKR,12623,25.9,21495,Shafie Salleh,BN,UMNO,63151,52,27,19,NA,NA,NA,48694,77.1,1387,2.9,112,Selangor,Government,Yes
P113,Sepang,Mohd Zin Mohamed,BN,UMNO,30755,71.4,Mohamed Makki Ahmad,PR,PAS,11918,27.7,18837,Seripah Noli Syed Hussin,BN,UMNO,58296,55,24,19,NA,NA,NA,43054,73.9,315,0.7,113,Selangor,Government,No
P114,Kepong,Tan Seng Giaw,NA,DAP,23282,51.8,Ma Woei Chyi,BN,Gerakan,21428,47.7,1854,Tan Seng Giaw,BA,DAP,60273,4,91,5,NA,NA,NA,44956,74.6,212,0.5,114,Kuala Lumpur,Opposition,Yes
P115,Batu,Ng Lip Yong,BN,Gerakan,28718,62.1,Chua Tian Chang,BA,PKR,17201,37.2,11517,Ng Lip Yong,BN,Gerakan,67652,42,41,16,NA,NA,NA,46228,68.3,309,0.7,115,Kuala Lumpur,Government,Yes
P116,Wangsa Maju,Yew Teong Look,BN,MCA,23135,62.1,Sahri Bahari,BA,PKR,12950,34.8,10185,Zulhasnan Rafique,BN,UMNO,50682,53,38,8,NA,NA,NA,37254,73.5,340,0.9,116,Kuala Lumpur,Government,No
P117,Segambut,Tan Kee Kwong,BN,Gerakan,28061,69.7,Kuan Perk Siong,NA,DAP,11093,27.6,16968,Tan Kee Kwong,BN,Gerakan,57349,35,49,15,NA,NA,NA,40261,70.2,640,1.6,117,Kuala Lumpur,Government,Yes
P118,Setiawangsa,Zulhasnan Rafique,BN,UMNO,27757,76.8,Abdul Rashid Hassan Basri,BA,PAS,8088,22.4,19669,New constituency,NA,NA,51536,52,36,10,NA,NA,NA,36137,70.1,292,0.8,118,Kuala Lumpur,Government,No
P119,Titiwangsa,Astaman Abdul Aziz,BN,UMNO,22910,65.5,Mohamad Noor Mohamad,BA,PAS,11095,31.7,11815,Suleiman Mohamed,BN,UMNO,52017,64,24,11,NA,NA,NA,34980,67.3,189,0.5,119,Kuala Lumpur,Government,No
P120,Bukit Bintang,Fong Kui Lun,NA,DAP,19103,47.8,Tan Chew Mooi,BN,MCA,18799,47.1,304,Fong Kui Lun,BA,DAP,65112,13,76,11,NA,NA,NA,39938,61.3,499,1.3,120,Kuala Lumpur,Opposition,Yes
P120,Bukit Bintang,Fong Kui Lun,NA,DAP,19103,47.8,Wee Choo Keong,NA,MDP,1107,2.8,304,Fong Kui Lun,BA,DAP,65112,13,76,11,NA,NA,NA,39938,61.3,499,1.3,120,Kuala Lumpur,Opposition,Yes
P120,Bukit Bintang,Fong Kui Lun,NA,DAP,19103,47.8,Billi Lim Peng Soon,NA,IND,132,0.3,304,Fong Kui Lun,BA,DAP,65112,13,76,11,NA,NA,NA,39938,61.3,499,1.3,120,Kuala Lumpur,Opposition,Yes
P121,Lembah Pantai,Shahrizat Abdul Jalil,BN,UMNO,26474,69.7,Sanusi Osman,BA,PKR,11186,29.5,15288,Shahrizat Abdul Jalil,BN,UMNO,56562,53,26,20,NA,NA,NA,37958,67.1,213,0.6,121,Kuala Lumpur,Government,Yes
P122,Seputeh,Teresa Kok Suh Sim,NA,DAP,28921,62.2,Chin Yen Foo,BN,MCA,17418,37.4,11503,Teresa Kok Suh Sim,BA,DAP,74702,5,89,5,NA,NA,NA,46532,62.3,164,0.4,122,Kuala Lumpur,Opposition,Yes
P123,Cheras,Tan Kok Wai,NA,DAP,26940,62.4,Lee Boon Kok,BN,MCA,15970,37,10970,Tan Kok Wai,BA,DAP,67794,9,83,7,NA,NA,NA,43200,63.7,236,0.6,123,Kuala Lumpur,Opposition,Yes
P124,Bandar Tun Razak,Tan Chai Ho,BN,MCA,33223,66.4,Rosli Ibrahim,BA,PKR,15696,31.4,17527,Tan Chai Ho,BN,MCA,67241,51,40,8,NA,NA,NA,50015,74.4,600,1.2,124,Kuala Lumpur,Government,Yes
P125,Putrajaya,Tengku Adnan Tengku Mansor,BN,UMNO,4086,87.6,Abdul Rahman Othman,BA,PKR,540,11.6,3546,New constituency,NA,NA,5079,95,2,3,NA,NA,NA,4662,91.8,28,0.6,125,Putrajaya,Government,No
P126,Jelebu,Rais Yatim,BN,UMNO,20650,75.2,Rosli Yaakop,BA,PAS,5870,21.4,14780,Rais Yatim,BN,UMNO,37716,61,30,7,NA,NA,NA,27470,72.8,860,3.1,126,Negeri Sembilan,Government,Yes
P127,Jempol,Mohd Isa Abdul Samad,BN,UMNO,26360,71.8,Mohamad Fozi Mohd Zin,BA,PAS,9280,25.3,17080,Mohd. Khalid Mohd. Yunus,BN,UMNO,50553,57,29,14,NA,NA,NA,36690,72.6,1050,2.9,127,Negeri Sembilan,Government,No
P128,Seremban,Hon Choon Kim,BN,MCA,36542,61.8,Choong Yen Loong,NA,DAP,20306,34.3,16236,Hon Choon Kim,BN,MCA,81704,39,48,12,NA,NA,NA,59172,72.4,2190,3.7,128,Negeri Sembilan,Government,Yes
P129,Kuala Pilah,Hasan Malek,BN,UMNO,22105,69.6,Annuar Mohd Salleh,BA,PKR,8763,27.6,13342,Napsiah Omar,BN,UMNO,43094,75,18,5,NA,NA,NA,31778,73.7,910,2.9,129,Negeri Sembilan,Government,No
P130,Rasah,Goh Siow Huat,BN,MCA,25009,52,Chan Su Sann,NA,DAP,20446,42.5,4563,Goh Siow Huat,BN,MCA,65152,27,52,21,NA,NA,NA,48055,73.8,1294,2.7,130,Negeri Sembilan,Government,Yes
P131,Rembau,Firdaus Muhammad Rom Harun,BN,UMNO,28664,71.9,Dzulkefly Ahmad,BA,PAS,10008,25.1,18656,New constituency,NA,NA,53537,70,15,15,NA,NA,NA,39866,74.5,1114,2.8,131,Negeri Sembilan,Government,No
P132,Telok Kemang,Sothinathan Sinna Goundar,BN,MIC,28494,69.2,Ab Manap Sahardin,BA,PKR,10717,26,17777,Sothinathan Sinna Goundar,BN,MIC,56459,37,38,24,NA,NA,NA,41189,73,1489,3.6,132,Negeri Sembilan,Government,Yes
P133,Tampin,Shaziman Abu Mansor,BN,UMNO,23936,77.8,Abdul Razakek Abdul Rahim,BA,PAS,5852,19,18084,Shaziman Abu Mansor,BN,UMNO,41571,50,34,14,NA,NA,NA,30778,74,951,3.1,133,Negeri Sembilan,Government,Yes
P134,Masjid Tanah,Abu Seman Yusop,BN,UMNO,24188,78.5,Muhamad Burok,BA,PAS,5789,18.8,18399,New constituency,NA,NA,39005,80,15,4,NA,NA,NA,30807,79,745,2.4,134,Melaka,Government,No
P135,Alor Gajah,Fong Chan Onn,BN,MCA,29920,76,Goh Leong San,NA,DAP,7372,18.7,22548,Abu Seman Yusop,BN,UMNO,51588,55,32,13,NA,NA,NA,39343,76.3,1941,4.9,135,Melaka,Government,No
P136,Tangga Batu,Idris Haron,BN,UMNO,33039,76.9,Shamsul Iskandar Md. Akin,BA,PKR,8595,20,24444,New constituency,NA,NA,53291,67,27,4,NA,NA,NA,42965,80.6,1321,3.1,136,Melaka,Government,No
P137,Bukit Katil,Mohd Ruddin Abdul Ghani,BN,UMNO,39491,74.3,Khalid Jaafar,PR,PKR,12239,23,27252,New constituency,NA,NA,66034,51,42,6,NA,NA,NA,53149,80.5,1334,2.5,137,Melaka,Government,No
P138,Kota Melaka,Wong Nai Chee,BN,MCA,31217,48.5,Kerk Kim Hock,NA,DAP,30998,48.1,219,Kerk Kim Hock,BA,DAP,82781,31,64,4,NA,NA,NA,64391,77.8,1959,3,138,Melaka,Government,Yes
P139,Jasin,Mohammad Said Yusof,BN,UMNO,31198,73.6,Jasme Tompang,BA,PAS,9864,23.3,21334,Abu Zahar Ithnin,BN,UMNO,53218,68,21,11,NA,NA,NA,42406,79.7,1249,3,139,Melaka,Government,No
P140,Segamat,Subramaniam Sathasivam,BN,MIC,17953,62,Pang Hok Liong,NA,DAP,10144,35,7809,Subramaniam Sinniah,BN,MIC,40983,41,48,12,NA,NA,NA,28974,70.7,876,3,140,Johor,Government,No
P141,Sekijang,Baharum Mohamed,BN,UMNO,19628,80.4,Zulkaply Salleh,BA,PKR,4786,19.6,14842,New constituency,NA,NA,33594,54,40,6,NA,NA,NA,24414,72.7,0,0,141,Johor,Government,No
P142,Labis,Chua Soi Lek,BN,MCA,16469,71.4,Tee Gey Yan,NA,DAP,5740,24.9,10729,Ling Liong Sik,BN,MCA,32518,35,49,15,NA,NA,NA,23073,71,839,3.6,142,Johor,Government,No
P143,Pagoh,Muhyiddin Yassin,BN,UMNO,23679,80.2,Mohamad Awang,BA,PAS,4932,16.7,18747,Muhyiddin Yassin,BN,UMNO,40172,62,33,4,NA,NA,NA,29534,73.5,881,3,143,Johor,Government,Yes
P144,Ledang,Hamim Samuri,BN,UMNO,30967,74.3,Kasim Ibrahim,BA,PAS,9296,22.3,21671,Hashim Ismail,BN,UMNO,57175,53,43,4,NA,NA,NA,41684,72.9,1362,3.3,144,Johor,Government,No
P145,Bakri,Chua Jui Meng,BN,MCA,29320,71.6,Azhari Ismail,NA,DAP,10261,25.1,19059,Chua Jui Meng,BN,MCA,55438,44,54,2,NA,NA,NA,40939,73.9,1177,2.9,145,Johor,Government,Yes
P146,Muar,Razali Ibrahim,BN,UMNO,21116,70.9,Mohamad Taib,BA,PAS,7701,25.9,13415,Robia Kosai,BN,UMNO,42130,62,36,2,NA,NA,NA,29770,70.7,872,2.9,146,Johor,Government,No
P147,Parit Sulong,Syed Hood Syed Edros,BN,UMNO,26974,70.8,Suhaizan Kayat,BA,PAS,9788,25.7,17186,Ruhanie Ahmad,BN,UMNO,50134,72,27,NA,NA,NA,NA,38116,76,1244,3.3,147,Johor,Government,No
P148,Ayer Hitam,Wee Ka Siong,BN,MCA,20065,79.6,Mohd Zamri Mat Taksis,BA,PAS,4302,17.1,15763,New constituency,NA,NA,32804,56,40,4,NA,NA,NA,25218,76.9,851,3.4,148,Johor,Government,No
P149,Sri Gading,Mohamad Aziz,BN,UMNO,21512,80.2,Ahmad Faidi Saidi,BA,PKR,5316,19.8,16196,Mohamad Aziz,BN,UMNO,35807,66,32,2,NA,NA,NA,26828,74.9,0,0,149,Johor,Government,Yes
P150,Batu Pahat,Junaidy Abd Wahab,BN,UMNO,38982,77.6,Mohamed Hanipa Maidin,BA,PAS,9880,19.7,29102,Siam Kasrin,BN,UMNO,68415,53,45,2,NA,NA,NA,50234,73.4,1372,2.7,150,Johor,Government,No
P151,Simpang Renggam,Kerk Choo Ting,BN,Gerakan,18997,76.3,Atan Gombang,BA,PAS,4842,19.5,14155,New constituency,NA,NA,34240,54,35,11,NA,NA,NA,24888,72.7,907,3.6,151,Johor,Government,No
P152,Kluang,Hoo Seong Chang,BN,MCA,33001,66.5,Ng Lam Hua,NA,DAP,14303,28.8,18698,Hoo Seong Chang,BN,MCA,67475,36,54,9,NA,NA,NA,49662,73.6,1477,3,152,Johor,Government,Yes
P153,Sembrong,Hishammuddin Hussein,BN,UMNO,19575,85.4,Onn Jaafar,BA,PAS,2597,11.3,16978,New constituency,NA,NA,30767,50,39,10,NA,NA,NA,22932,74.6,760,3.3,153,Johor,Government,No
P154,Mersing,Abdul Latiff Ahmad,BN,UMNO,19222,78.5,Idris Tukachil,BA,PAS,4649,19,14573,Abdul Latiff Ahmad,BN,UMNO,33890,76,21,2,NA,NA,NA,24484,72.3,613,2.5,154,Johor,Government,Yes
P155,Tenggara,Adham Baba,BN,UMNO,19706,85.5,Salleh Farmin,BA,PAS,2618,11.3,17088,Hishammuddin Hussein,BN,UMNO,29819,74,18,7,NA,NA,NA,23056,77.3,640,2.8,155,Johor,Government,No
P156,Kota Tinggi,Syed Hamid Albar,BN,UMNO,0,NA,Unopposed,NA,NA,0,NA,0,Syed Hamid Albar,BN,UMNO,33262,83,14,3,NA,NA,NA,NA,NA,NA,NA,156,Johor,Government,Yes
P157,Pengerang,Azalina Othman Said,BN,UMNO,0,NA,Unopposed,NA,NA,0,NA,0,New constituency,NA,NA,30957,85,14,NA,NA,NA,NA,NA,NA,NA,NA,157,Johor,Government,No
P158,Tebrau,Teng Boon Soon,BN,MCA,32071,81.7,Yaakob Mohd Yusof,BA,PAS,6060,15.4,26011,Mohd. Ali Hassan,BN,UMNO,52644,51,35,14,NA,NA,NA,39261,74.6,1101,2.8,158,Johor,Government,No
P159,Pasir Gudang,Mohamed Khaled Nordin,BN,UMNO,38123,82.6,A Razak Ahmad,BA,PKR,7002,15.2,31121,New constituency,NA,NA,61171,47,40,12,NA,NA,NA,46178,75.5,907,2,159,Johor,Government,No
P160,Johor Bahru,Shahrir Abdul Samad,BN,UMNO,54073,86.6,Atan Ahmad,BA,PAS,7281,11.7,46792,Mohamed Khaled Nordin,BN,UMNO,91108,50,44,5,NA,NA,NA,62455,68.6,1100,1.8,160,Johor,Government,No
P161,Pulai,Nur Jazlan Mohamed,BN,UMNO,42406,83.2,Nasir Wahab,BA,PAS,7480,14.7,34926,Abdul Kadir Annuar,BN,UMNO,73256,53,38,9,NA,NA,NA,50948,69.6,1002,2,161,Johor,Government,No
P162,Gelang Patah,Tan Ah Eng,BN,MCA,41001,78.4,Song Sing Kwee,BA,PKR,9335,17.8,31666,Chang See Ten,BN,MCA,70023,33,55,11,NA,NA,NA,52297,74.7,1903,3.6,162,Johor,Government,No
P163,Kulai,Lim Si Cheng,BN,MCA,32278,66.7,Ong Kow Meng,NA,DAP,14134,29.2,18144,New constituency,NA,NA,62273,32,59,9,NA,NA,NA,48377,77.7,1935,4,163,Johor,Government,No
P164,Pontian,Hasni Mohammad,BN,UMNO,26667,79.7,Hassan Abdul Karim,BA,PKR,5509,16.5,21158,Ong Ka Ting,BN,MCA,44377,68,31,NA,NA,NA,NA,33460,75.4,1167,3.5,164,Johor,Government,No
P165,Tanjong Piai,Ong Ka Ting,BN,MCA,28046,82.6,Tan Hang Meng,NA,DAP,4431,13.1,23615,New constituency,NA,NA,44575,51,48,NA,NA,NA,NA,33938,76.1,1461,4.3,165,Johor,Government,No
P166,Labuan,Suhaili Abdul Rahman,BN,UMNO,11087,75.1,Matusin Abdul Rahman,BA,PAS,3186,21.6,7901,Suhaili Abdul Rahman,BN,UMNO,22006,NA,NA,1,12,62,25,14761,67.1,488,3.3,166,Labuan,Government,Yes
P167,Kudat,Abdul Rahim Bakri,BN,UMNO,13236,54.2,Abdul Rahman Sedik,NA,IND,6488,26.5,6748,New constituency,NA,NA,37089,NA,15,NA,NA,54,31,24442,65.9,1061,4.3,167,Sabah,Government,No
P167,Kudat,Abdul Rahim Bakri,BN,UMNO,13236,54.2,Abdul Razak Abdul Salam,NA,IND,2375,9.7,6748,New constituency,NA,NA,37089,NA,15,NA,NA,54,31,24442,65.9,1061,4.3,167,Sabah,Government,No
P167,Kudat,Abdul Rahim Bakri,BN,UMNO,13236,54.2,Asbiah Anggar,NA,IND,1282,5.2,6748,New constituency,NA,NA,37089,NA,15,NA,NA,54,31,24442,65.9,1061,4.3,167,Sabah,Government,No
P168,Kota Marudu,Maximus Johnity Ongkili,BN,PBS,10457,56.1,Anthony Mandiau,NA,IND,7268,39,3189,New constituency,NA,NA,28111,NA,3,NA,NA,27,70,18626,66.3,901,4.8,168,Sabah,Government,No
P169,Kota Belud,Salleh Said Keruak,BN,UMNO,19185,61.7,James Bagah,NA,IND,8956,28.8,10229,Salleh Said Keruak,BN,UMNO,41065,NA,2,NA,NA,59,39,31100,75.7,1091,3.5,169,Sabah,Government,Yes
P169,Kota Belud,Salleh Said Keruak,BN,UMNO,19185,61.7,Jainin Giau,NA,SETIA,1586,5.1,10229,Salleh Said Keruak,BN,UMNO,41065,NA,2,NA,NA,59,39,31100,75.7,1091,3.5,169,Sabah,Government,Yes
P170,Tuaran,Wilfred Madius Tangau,BN,UPKO,17722,65,Ansari Abdullah,BA,PKR,8555,31.4,9167,Wilfred Madius Tangau,BN,UPKO,39338,NA,8,NA,NA,44,49,27258,69.3,981,3.6,170,Sabah,Government,Yes
P171,Sepanggar,Eric Majimbun,BN,SAPP,16426,60.9,Saidatul Badru Said,BA,PKR,5201,19.3,11225,New constituency,NA,NA,21988,NA,22,NA,NA,49,29,26990,63.7,361,3.5,171,Sabah,Government,No
P172,Kota Kinabalu,Yee Moh Chai,BN,PBS,16047,63.8,Hiew King Chew,NA,DAP,5187,20.6,10860,New constituency,NA,NA,43121,NA,78,NA,NA,12,9,25151,58.3,294,1.2,172,Sabah,Government,No
P172,Kota Kinabalu,Yee Moh Chai,BN,PBS,16047,63.8,Christina Liew Chin Jin,BA,PKR,3511,14,10860,New constituency,NA,NA,43121,NA,78,NA,NA,12,9,25151,58.3,294,1.2,172,Sabah,Government,No
P173,Putatan,Marcus Mojigoh,BN,UPKO,13816,65,Awang Ahmad Sah,BA,PKR,5984,28.2,7832,New constituency,NA,NA,34123,NA,24,NA,NA,63,13,21252,62.3,725,3.4,173,Sabah,Government,No
P174,Penampang,Donald Peter Mojuntin,BN,UPKO,16032,73.9,Jomilon Mojuntin,NA,DAP,3325,15.3,12707,Philip Benedict Lasimbang,BN,UPKO,32832,NA,33,NA,NA,11,55,21680,66,436,2,174,Sabah,Government,No
P174,Penampang,Donald Peter Mojuntin,BN,UPKO,16032,73.9,Joseph Sulaiman,NA,IND,960,4.4,12707,Philip Benedict Lasimbang,BN,UPKO,32832,NA,33,NA,NA,11,55,21680,66,436,2,174,Sabah,Government,No
P174,Penampang,Donald Peter Mojuntin,BN,UPKO,16032,73.9,Blaise Mosidin,BA,PKR,927,4.3,12707,Philip Benedict Lasimbang,BN,UPKO,32832,NA,33,NA,NA,11,55,21680,66,436,2,174,Sabah,Government,No
P175,Papar,Rosnah Abdul Rashid Shirlin,BN,UMNO,0,NA,Unopposed,NA,NA,0,NA,0,Osu Sukam,BN,UMNO,31275,NA,12,NA,NA,63,25,NA,NA,NA,NA,175,Sabah,Government,No
P176,Kimanis,Anifah Aman,BN,UMNO,9655,63.8,Awang Tengah Awang Amin,BA,PKR,4547,30.1,5108,New constituency,NA,NA,21576,NA,7,NA,NA,68,25,15126,70.1,500,3.3,176,Sabah,Government,No
P177,Beaufort,Azizah Mohd Dun,BN,UMNO,0,NA,Unopposed,NA,NA,0,NA,0,Anifah Aman,BN,UMNO,26461,NA,12,NA,NA,63,26,NA,NA,NA,NA,177,Sabah,Government,No
P178,Sipitang,Yusof Yacob,BN,UMNO,0,NA,Unopposed,NA,NA,0,NA,0,Yusof Yacob,BN,UMNO,23542,NA,5,NA,NA,81,14,NA,NA,NA,NA,178,Sabah,Government,Yes
P179,Ranau,Bernard Giluk Dompok,BN,UPKO,7547,38.3,Ruhimin Adzim,NA,IND,6160,31.3,1387,New constituency,NA,NA,27986,NA,3,NA,NA,39,58,19699,70.4,775,3.9,179,Sabah,Government,No
P179,Ranau,Bernard Giluk Dompok,BN,UPKO,7547,38.3,Karim Adam,NA,IND,3310,16.8,1387,New constituency,NA,NA,27986,NA,3,NA,NA,39,58,19699,70.4,775,3.9,179,Sabah,Government,No
P179,Ranau,Bernard Giluk Dompok,BN,UPKO,7547,38.3,Japiril Suhaimin,NA,IND,1609,8.2,1387,New constituency,NA,NA,27986,NA,3,NA,NA,39,58,19699,70.4,775,3.9,179,Sabah,Government,No
P180,Keningau,Joseph Pairin Kitingan,BN,PBS,0,NA,Unopposed,NA,NA,0,NA,0,Joseph Pairin Kitingan,NA,PBS,34510,NA,11,NA,NA,24,65,NA,NA,NA,NA,180,Sabah,Government,Yes
P181,Tenom,Raime Unggi,BN,UMNO,8032,57.1,Laimun Laikin,NA,IND,5628,40,2404,Rizalman Abdullah,BN,UMNO,20417,NA,17,NA,NA,25,57,14063,68.9,396,2.8,181,Sabah,Government,No
P182,Pensiangan,Bernard S. Maraat,BN,PBRS,5880,47.9,Martin Tommy,NA,IND,5272,43,608,New constituency,NA,NA,18075,NA,2,NA,NA,12,85,12271,67.9,562,4.6,182,Sabah,Government,No
P182,Pensiangan,Bernard S. Maraat,BN,PBRS,5880,47.9,Razali Suffian Koroh,NA,SETIA,557,4.5,608,New constituency,NA,NA,18075,NA,2,NA,NA,12,85,12271,67.9,562,4.6,182,Sabah,Government,No
P183,Beluran,Ronald Kiandee,BN,UMNO,0,NA,Unopposed,NA,NA,0,NA,0,Ronald Kiandee,BN,UMNO,18960,NA,2,NA,NA,61,37,NA,NA,NA,NA,183,Sabah,Government,Yes
P184,Libaran,Juslie Ajirol,BN,UMNO,13140,79.7,Raj Munni Sabu,BA,PKR,2471,15,10669,Juslie Ajirol,BN,UMNO,26888,NA,23,NA,NA,72,5,16484,61.3,804,4.9,184,Sabah,Government,Yes
P185,Batu Sapi,Edmund Chong Ket Wah,BN,PBS,0,NA,Unopposed,NA,NA,0,NA,0,New constituency,NA,NA,26504,NA,37,NA,NA,60,2,NA,NA,NA,NA,185,Sabah,Government,No
P186,Sandakan,Chong Hon Min,NA,IND,9538,50.7,Liew Vui Keong,BN,LDP,8208,43.7,1330,Lau Ngan Siew,BN,LDP,33208,NA,61,NA,NA,35,4,18798,56.6,385,2.1,186,Sabah,Opposition,No
P186,Sandakan,Chong Hon Min,NA,IND,9538,50.7,Liew Teck Khen,NA,PASOK,543,2.9,1330,Lau Ngan Siew,BN,LDP,33208,NA,61,NA,NA,35,4,18798,56.6,385,2.1,186,Sabah,Opposition,No
P187,Kinabatangan,Bung Moktar Radin,BN,UMNO,0,NA,Unopposed,NA,NA,0,NA,0,Bung Moktar Radin,BN,UMNO,19441,NA,NA,NA,NA,92,6,NA,NA,NA,NA,187,Sabah,Government,Yes
P188,Silam,Samsu Baharom Abdul Rahman,BN,UMNO,16613,68.8,Shamsuri Baharuddin,BA,PKR,5865,24.3,10748,Railey Jeffrey,BN,UMNO,40362,NA,14,NA,NA,72,12,24141,59.8,1517,6.3,188,Sabah,Government,No
P189,Semporna,Mohd Shafie Apdal,BN,UMNO,13970,73.2,Madjalis Lais,NA,IND,1704,8.9,12266,Mohd Shafie Apdal,BN,UMNO,33772,NA,3,NA,NA,93,5,19086,56.5,770,4,189,Sabah,Government,Yes
P189,Semporna,Mohd Shafie Apdal,BN,UMNO,13970,73.2,Aldani Landi,NA,IND,1162,6.1,12266,Mohd Shafie Apdal,BN,UMNO,33772,NA,3,NA,NA,93,5,19086,56.5,770,4,189,Sabah,Government,Yes
P189,Semporna,Mohd Shafie Apdal,BN,UMNO,13970,73.2,Noraidah Abdul Salleh,NA,IND,764,4,12266,Mohd Shafie Apdal,BN,UMNO,33772,NA,3,NA,NA,93,5,19086,56.5,770,4,189,Sabah,Government,Yes
P189,Semporna,Mohd Shafie Apdal,BN,UMNO,13970,73.2,Mohd Abdul Wahab Pg Abdullah,BA,PKR,676,3.5,12266,Mohd Shafie Apdal,BN,UMNO,33772,NA,3,NA,NA,93,5,19086,56.5,770,4,189,Sabah,Government,Yes
P190,Tawau,Shim Paw Fatt,BN,SAPP,0,NA,Unopposed,NA,NA,0,NA,0,Shim Paw Fatt,BN,SAPP,41143,NA,44,NA,NA,51,4,NA,NA,NA,NA,190,Sabah,Government,Yes
P191,Kalabakan,Abdul Ghapur Salleh,BN,UMNO,0,NA,Unopposed,NA,NA,0,NA,0,New constituency,NA,NA,34617,NA,13,NA,NA,78,8,NA,NA,NA,NA,191,Sabah,Government,No
P192,Mas Gading,Tiki Lafe,BN,SPDP,10579,56.4,Patau Rubis,NA,SNAP,7867,41.9,2712,Tiki Lafe,BN,SPDP,28800,NA,19,NA,NA,13,68,18755,65.1,218,1.2,192,Sarawak,Government,Yes
P193,Santubong,Wan Junaidi Tuanku Jaafar,BN,PBB,12590,84.5,Idris Bohari,NA,IND,2030,13.6,10560,Rohani Abdul Karim,BN,PBB,23238,NA,8,NA,NA,83,9,14902,64.1,244,1.6,193,Sarawak,Government,No
